Authors,Author full names,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Open Access,Source,EID
Ramos J.E.; Trovoado L.C.; Saad A.C.; Nogueira D.; Silva V.G.; Porto B.C.; da Silva G.L.L.; Castelli L.C.; Guimarães J.F.D.R.; Vitiello R.P.; Garcia R.L.S.; Moreira A.B.,"Ramos, Julio Endress (57211296369); Trovoado, Leandro Cerqueira (36560349800); Saad, Arthur Curty (55944280700); Nogueira, Diana (57203118962); Silva, Victor Gomes (57201425737); Porto, Bruno Caldas (58221852600); da Silva, Gustavo Levin Lopes (58125576100); Castelli, Lucas Costa (58221405200); Guimarães, João Felipe da Rocha (58220972300); Vitiello, Rodrigo Pommerehn (58221145600); Garcia, Robinson Luiz Souza (58221187600); Moreira, Agildo Badaró (58220972400)",57211296369; 36560349800; 55944280700; 57203118962; 57201425737; 58221852600; 58125576100; 58221405200; 58220972300; 58221145600; 58221187600; 58220972400,Roadmap to Improve FPSO Integrity Management,2023,Proceedings of the Annual Offshore Technology Conference,0,10.4043/32451-MS,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156112502&doi=10.4043%2f32451-MS&partnerID=40&md5=4c40eef61b4f73c261ab33de32f1d912,"Petrobras is the biggest FPSO (Floating, Production, Storage and Offloading) operator in the world having around of 25% of the market. The integrity management of such assets will shape the future of the Brazilian oil production in the next years. The implementation of state-of-the-art tools and the development of new solutions via R,D&I projects are important steps on the path to increase the integrity management evolution. Several programs and activities are in course on the three major related areas for the operational assurance of the asset: subsea, topsides and marine (including vessel structure). The inspection and maintenance markets were forced to accelerate the tools and systems development during the last years of Pandemic due to social distancing rules, so the need to remotely control activities and equipment became more important and valuable. The necessity to keep people away of the site has pushed the implementation of wearables, permanent monitoring systems usage, drones, robots and ROVs (Remoted Operated Vehicles), mini-ROVs and AUVs (Autonomous Underwater Vehicle). The operation team is currently investigating new ways to reduce human effort in tasks such as thickness measurement and visual inspection by using recent technologies to improve the inspection quality. This paper aims to outline the integrity management evolution roadmap, which is based on integrated programs on subsea, topsides, and marine inspection and maintenance that, working aligned, will end in a centrally stored collected data from several sources that will be available and displayed in each asset's Digital Twin model. © 2023, Offshore Technology Conference.",,Commerce; Digital storage; Inspection; Offshore oil well production; Offshore technology; Remotely operated vehicles; Thickness measurement; Brazilian oil; Inspection and maintenance; Integrity management; New solutions; Oil-production; PETROBRAS; Roadmap; State of the art; Tool development; Vessel structure; Autonomous underwater vehicles,,Conference paper,Final,,Scopus,2-s2.0-85156112502
Raza M.; Prokopova H.; Huseynzade S.; Azimi S.; Lafond S.,"Raza, Minahil (57948546200); Prokopova, Hanna (57948546300); Huseynzade, Samir (57214910703); Azimi, Sepinoud (50361082900); Lafond, Sebastien (14028510200)",57948546200; 57948546300; 57214910703; 50361082900; 14028510200,SimuShips - A High Resolution Simulation Dataset for Ship Detection with Precise Annotations,2022,Oceans Conference Record (IEEE),1,10.1109/OCEANS47191.2022.9977182,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145779189&doi=10.1109%2fOCEANS47191.2022.9977182&partnerID=40&md5=19bc2a50da0d698f706029f4f33e129b,"Obstacle detection is a fundamental capability of an autonomous maritime surface vessel (AMSV). State-of-the-art obstacle detection algorithms are based on convolutional neural networks (CNNs). While CNNs provide higher detection accuracy and fast detection speed, they require enormous amounts of data for their training. In particular, the availability of domain-specific datasets is a challenge for obstacle detection. The difficulty in conducting onsite experiments limits the collection of maritime datasets. Owing to the logistic cost of conducting on-site operations, simulation tools provide a safe and cost-efficient alternative for data collection. In this work, we introduce SimuShips, a publicly available simulation-based dataset for maritime environments. Our dataset consists of 9471 high-resolution (1920x1080) images which include a wide range of obstacle types, atmospheric and illumination conditions along with occlusion, scale and visible proportion variations. We provide annotations in the form of bounding boxes. In addition, we conduct experiments with YOLOv5 to test the viability of simulation data. Our experiments indicate that the combination of real and simulated images improves the recall for all classes by 2.9%.  © 2022 IEEE.",bounding box annotation; deep learning based object detectors; digital twin; maritime vessel dataset; object detection; ship detection,Convolutional neural networks; Deep learning; E-learning; Image enhancement; Obstacle detectors; Ships; Bounding box annotation; Bounding-box; Convolutional neural network; Deep learning based object detector; Maritime vessel dataset; Maritime vessels; Object detectors; Objects detection; Obstacles detection; Ship detection; Object detection,"European Union’s Education, Audiovisual and Culture Executive Agency, (619819)",Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85145779189
Raza M.; Prokopova H.; Huseynzade S.; Azimi S.; Lafond S.,"Raza, Minahil (57948546200); Prokopova, Hanna (57948546300); Huseynzade, Samir (57214910703); Azimi, Sepinoud (50361082900); Lafond, Sebastien (14028510200)",57948546200; 57948546300; 57214910703; 50361082900; 14028510200,Towards Integrated Digital-Twins: An Application Framework for Autonomous Maritime Surface Vessel Development,2022,Journal of Marine Science and Engineering,8,10.3390/jmse10101469,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140998897&doi=10.3390%2fjmse10101469&partnerID=40&md5=c82b7acff00c0b10aa0f44b995cec913,"The use of digital twins for the development of Autonomous Maritime Surface Vessels (AMSVs) has enormous potential to resolve the increasing need for water-based navigation and safety at the sea. Aiming at the problem of lack of broad and integrated digital twin implementations with live data along with the absence of a digital twin-driven framework for AMSV design and development, an application framework for the development of a fully autonomous vessel using an integrated digital twin in a 3D simulation environment has been presented. Our framework has 4 layers which ensure that simulation and real-world vessel and the environment are as close as possible. Åboat, an in-house, experimental research platform for maritime automation and autonomous surface vessel applications, equipped with two trolling electric motors, cameras, LiDARs, IMU and GPS has been used as the case study to provide a proof of concept. Åboat, its sensors, and the environment have been replicated in a commercial, 3D simulation environment, AILiveSim. Using the proposed application framework, we develop obstacle detection and path planning systems based on machine learning which leverage live data from a 3D simulation environment to mirror the complex dynamics of the real world. Exploiting the proposed application framework, the rewards across training episodes of a Deep Reinforcement Learning model are evaluated for live simulated data in AILiveSim. © 2022 by the authors.",autonomous ship; collision avoidance; deep reinforcement learning; digital twin; maritime autonomy; safety; situational awareness,,"European Union’s Education, Audiovisual and Culture Executive Agency, (619819)",Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-85140998897
Reiter A.; Lehner S.; Bohlen O.; Sauer D.U.,"Reiter, Alexander (57982751700); Lehner, Susanne (57150515800); Bohlen, Oliver (8585424400); Sauer, Dirk Uwe (7005040792)",57982751700; 57150515800; 8585424400; 7005040792,Electrical cell-to-cell variations within large-scale battery systems — A novel characterization and modeling approach,2023,Journal of Energy Storage,6,10.1016/j.est.2022.106152,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142767831&doi=10.1016%2fj.est.2022.106152&partnerID=40&md5=4c3e9bfa5d75d817274831cce47923f7,"Digital twins for large-scale and investment-intensive Li-ion battery systems in marine and stationary applications have drawn increasing interest in recent years. Considering electrical cell-to-cell variations (CtCVs) within the underlying battery model of such a digital twin promises various advantages in the fields of model-based optimization and predictive maintenance. However, the existing approaches for both the characterization and modeling of CtCVs are unsuited for large-scale systems consisting of thousands of individual cells. In this context, this paper introduces a holistic tool chain comprising three main elements: First, a non-destructive method for the in-situ determination of resistance and capacity distributions within a battery system is presented. The method was evaluated on a commercial battery module for stationary applications consisting of 64 Ah pouch cells in 14s2p configuration. In the second step, the obtained distributions were used to parameterize a state-of-the-art multi-cell battery model, which allows the calculation of the voltage distribution within the system. The validation showed that the resulting model is able to calculate the voltage spread (Vcell,max(t)−Vcell,min(t)) with a mean average error of 1.1 mV for a 24 h load profile. In the third step, multivariate statistical analysis was used on the obtained parameters in order to simplify the original model and thereby reducing its computational demands. The simplification approach allows the calculation of envelope voltages curves within which a random cell can be found with a given probability. In comparison to the original model, the simplified model was able to represent the voltage extrema while reducing the computation time by a factor of 27. This renders the simplified model applicable for live digital twin applications for large-scale battery systems. © 2022 The Authors",Batteries; Cell-to-cell variations; Digital twin; Marine; Stationary; System modeling,Battery management systems; Large scale systems; Marine applications; Multivariant analysis; Nondestructive examination; Battery; Battery modeling; Battery systems; Cell-to-cell variation; Electrical cells; Large-scales; Marine; Stationary; Stationary applications; System models; Lithium-ion batteries,"Horizon 2020 Framework Programme, H2020; Horizon 2020, (861647)",Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85142767831
Repalle N.; Thethi R.; Viana P.; Tellier E.,"Repalle, Nitin (36560229200); Thethi, Ricky (15763850200); Viana, Pedro (57188698796); Tellier, Elizabeth (36240219500)",36560229200; 15763850200; 57188698796; 36240219500,Application of machine learning for fatigue prediction of flexible risers - Digital twin approach,2020,"Society of Petroleum Engineers - SPE Asia Pacific Oil and Gas Conference and Exhibition 2020, APOG 2020",6,141,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097524645&partnerID=40&md5=3f1ece5e33d1e3245dbd983510c400c6,"Flexible pipes have a range of potential failure modes, however fatigue damage of the tensile, and eventually, the pressure armour, is one of the most common problems affecting the longevity of service life and the OPEX due to the common need for flexible riser replacement. With increasing utilisation of flexible pipe for current and future field developments, compounded by the recurrent need for field life extension, it is essential to monitor the riser fatigue regularly to maintain integrity, maximise asset life and to allow for informed appraisal before extending its operational life. This paper presents a novel method of using the refined finite element analysis (FEA) in combination with Artificial Neural Network (ANN) to develop a riser digital twin that can be utilised as an operational decision-making tool for integrity management and life extension. A digital twin model is trained on a subset of available metocean and vessel motion data utilising advanced neural networks which can then be utilised to predict fatigue under the full spectrum of metocean and internal pressure conditions. This approach allows for a significant reduction in the estimation time of the fatigue damage compared to conventional FEA as well as improved accuracy of prediction. The methodology presented in the paper has been primarily developed with the view of deepwater riser applications but is easily adaptable to shallow water application in combination with various floating vessels. A case study is presented to demonstrate how this technology is being deployed offshore. A comparison of FEA and digital twin approach is also presented to highlight the speed and efficiency of digital twin model whereby real-time insights on fatigue life can be evaluated for informed operational decisions. Copyright 2020, Society of Petroleum Engineers.",,Decision making; E-learning; Fatigue damage; Forecasting; Marine risers; Offshore oil well production; Offshore oil wells; Offshore technology; Predictive analytics; Recurrent neural networks; Sailing vessels; Deep-water riser applications; Field development; Integrity management; Operational decision making; Operational decisions; Operational life; Potential failure modes; Pressure conditions; Digital twin,,Conference paper,Final,,Scopus,2-s2.0-85097524645
Riordan J.; Constapel M.; Trslic P.; Dooly G.; Oeffner J.; Schneider V.,"Riordan, James (8432943300); Constapel, Manfred (57203367941); Trslic, Petar (57203132920); Dooly, Gerard (14123121400); Oeffner, Johannes (53881593400); Schneider, Vincent (57220779491)",8432943300; 57203367941; 57203132920; 14123121400; 53881593400; 57220779491,Ship Anti-Grounding with a Maritime Autonomous Surface Ship and Digital Twin of Port of Hamburg,2023,"OCEANS 2023 - Limerick, OCEANS Limerick 2023",0,10.1109/OCEANSLimerick52467.2023.10244492,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173686414&doi=10.1109%2fOCEANSLimerick52467.2023.10244492&partnerID=40&md5=939f38309da4a8ad7ca7036e592b4e58,"We present the virtual demonstration of a novel ship Anti-Grounding Service in a digital twinned use case scenario in the Port of Hamburg. The scenario is generated from real bathymetry survey data collected in the Port. The virtual model of a Maritime Autonomous Surface Ship travels the route ahead of merchant ships on approach to the Port and is integrated with a real-time high-resolution Multibeam SONAR Simulator that synthesizes underkeel survey data. The automated data processing workflow detects potential grounding hazards in the synthetic survey data and provides a real-time update of the Port nautical chart, which is presented in the Electronic Chart Display and Information System of a Ship Handling Simulator. Our method is the first to consider Multibeam SONAR equipped Maritime Autonomous Surface Ship platforms for provision of ship Anti-Grounding Services. The results validate the full-scale simulation and automated hazard detection workflow and incorporate tests conducted with certified mariners (N=10) to address human factors of introducing new technologies into safety critical situations. The key contributions of this work are summarized as: 1) Validation of Maritime Autonomous Surface Ships as an Anti-Grounding Service delivery platform; 2) Demonstration of a Digital Twin for hydrography survey and bottom hazard detection; and 3) Experimental validation with certified mariners of the anti-grounding service Human-Computer Interface on the ship bridge. © 2023 IEEE.",autonomous; digital twin; hydrography; merchant ship; navigation; ports; safety; simulation; SONAR; unmanned vehicle,Data handling; Hazards; Navigation; Ships; Unmanned surface vehicles; Autonomous; Hazard detection; Hydrography; Merchant ships; Multibeams; Port; Simulation; Surface ship; Survey data; Work-flows; Sonar,"Marine Institute Ireland; Universities and Research; European Commission, EC; Ministero dell’Istruzione, dell’Università e della Ricerca, MIUR; Bundesministerium für Wirtschaft und Energie, BMWi, (03SX463A)",Conference paper,Final,,Scopus,2-s2.0-85173686414
Risco-Martín J.L.; Esteban S.; Chacón J.; Carazo-Barbero G.; Besada-Portas E.; López-Orozco J.A.,"Risco-Martín, José L (6504443236); Esteban, Segundo (7004361089); Chacón, Jesús (55627643300); Carazo-Barbero, Gonzalo (57221607011); Besada-Portas, Eva (6508313277); López-Orozco, José A (6602561219)",6504443236; 7004361089; 55627643300; 57221607011; 6508313277; 6602561219,Simulation-driven engineering for the management of harmful algal and cyanobacterial blooms,2023,Simulation,4,10.1177/00375497231184246,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164465233&doi=10.1177%2f00375497231184246&partnerID=40&md5=81aca6dafdfa8819510e34d0b1cb8205,"Harmful algal and cyanobacterial blooms (HABs), occurring in inland and maritime waters, pose threats to natural environments by producing toxins that affect human and animal health. In the past, HABs have been assessed mainly by the manual collection and subsequent analysis of water samples and occasionally by automatic instruments that acquire information from fixed locations. These procedures do not provide data with the desirable spatial and temporal resolution to anticipate the formation of HABs. Hence, new tools and technologies are needed to efficiently detect, characterize and respond to HABs that threaten water quality. It is essential nowadays when the world’s water supply is under tremendous pressure because of climate change, overexploitation, and pollution. This paper introduces Discrete Event System Specification-BLOOM, a novel framework for real-time monitoring and management of HABs. Its purpose is to support high-performance hazard detection with model-based system engineering and cyber-physical systems infrastructure for dynamic environments. © The Author(s) 2023.",cyber-physical system; digital twin; discrete event system specification; Harmful algal and cyanobacterial bloom; Internet of things; modeling and simulation,Cyber Physical System; Discrete event simulation; Embedded systems; Health risks; Specifications; Water pollution; Water quality; Water supply; Animal health; Cyanobacterial blooms; Cybe-physical systems; Cyber-physical systems; Discrete-Event System Specification; Harmful algal blooms; Human health; Model and simulation; Natural environments; Simulation-driven engineerings; Internet of things,"European Union NextGenerationEU/PRTR; INSERTION, (PID2021-127648OB-C33); SMART-BLOOMS, (MCIN/AEI/10.13039/501100011033, TED2021-130123B-I00); Comunidad de Madrid; Ministerio de Ciencia e Innovación, MICINN",Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85164465233
Rista A.; Llaha O.,"Rista, Amarildo (57188675753); Llaha, Olta (57220196728)",57188675753; 57220196728,The integration of albanian seaports towards smart ports,2021,CEUR Workshop Proceedings,0,142,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107897535&partnerID=40&md5=135927ff8c82388787ec6c12ef484ad9,"Nowadays Albanian ports are facing with great difficulties in managing traffic generated by port actors and stakeholders witch exchange thousands messages per day related to ships and cargo sailing to the seas. The lack of intelligent platforms brings: poor traffic management, reduced port activity in Albania, reduced transport and logistics industry revenues and consequently a decrease in the national economy. Information systems have become indispensable in facilitating communication and decision making for enhancing the visibility, efficiency, reliability, and security in port operations. Implementation of intelligent information systems would provide the real time information for the ship owners that want to know about the itinerary, owners of goods and shippers that require access on-line at the information they need, port operators trying to allocate their resources, container operators require to know the location of each container, port firefighters want to have information on the arrival of dangerous goods ect, making them so vital to seaports. This paper aims to study the Maritime Information Systems, analyze and evaluate the current Information Systems in Albanian ports and gives some recommendations for the integration of these systems towards modern intelligent platforms. © 2021 Copyright for this paper by its authors. Use permitted under Creative Commons License Attribution 4.0 International (CC BY 4.0).",1 Maritime Information Systems (MIS); Intelligent Platform; NSW; Smart Port; VTS&VTMIS,Containers; Decision making; Economics; Information systems; Information use; Rapid thermal annealing; Real time systems; Ships; Dangerous goods; Intelligent information systems; Intelligent platform; Logistics industry; National economy; Port operations; Real-time information; Traffic management; Ports and harbors,,Conference paper,Final,,Scopus,2-s2.0-85107897535
Rogers D.; Ebrahimi M.K.,"Rogers, D. (57220661085); Ebrahimi, M.K. (57211334421)",57220661085; 57211334421,Digital Twinning for condition monitoring of Marine Propulsion Assets,2022,"2022 13th UKACC International Conference on Control, CONTROL 2022",2,10.1109/Control55989.2022.9781457,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132286446&doi=10.1109%2fControl55989.2022.9781457&partnerID=40&md5=023d8b723dd4424f5a1381184082c317,"Digital twinning approaches for high-value propulsion system assets is a growing trend, currently seen in renewables, marine and aviation markets. The benefits of this approach, involving ""living-learning""models for diagnostic, prognostic and system optimizations are suggested in literature as many. When deploying such an approach, there are many discussions and decisions around modelling techniques to deploy, and the required fidelity of such models. It can be assumed though that the greater the potential to gain real measurement data, the greater the opportunity to improve the overall system model accuracy.This paper develops a model of a previously overlooked but essential part of the engine control system-the measuring chain relating to the closed-loop engine combustion controller. This part of the system performs an essential role to provide real-time data for the engine control loop, to be able to optimize the engine performance on a cylinder-by-cylinder, cycle-by-cycle basis. However, failure of this part of the system can often be impossible to distinguish from an engine fault when there is no knowledge of the system health of the measuring chain. Therefore, performance monitoring of this sub-system is of high value to the end-user, to fully optimize and potentially decarbonize their engine system, in combination with digital twin methods.  © 2022 IEEE.",,Marine engines; Ship propulsion; Learning models; Measurement data; Modeling accuracy; Modelling techniques; Propulsion system; Real measurements; Renewables; System models; System optimizations; Twinning approach; Condition monitoring,,Conference paper,Final,,Scopus,2-s2.0-85132286446
Rombado G.; Wadhwa H.; Cooke N.; Pasala D.; Paulin M.; Pushkar R.A.O.; Majed A.,"Rombado, Gabriel (55861252100); Wadhwa, Hema (36240218000); Cooke, Nathan (56417336100); Pasala, Dharma (34979121600); Paulin, Mike (7005155347); Pushkar, R.A.O. (57302686400); Majed, Arya (6603255563)",55861252100; 36240218000; 56417336100; 34979121600; 7005155347; 57302686400; 6603255563,A flexible riser digital twin for real-time structural integrity management,2021,"SNAME 26th Offshore Symposium, TOS 2021",0,143,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117442426&partnerID=40&md5=a5d9cadba00bd7453f802af047ad12f5,"A real-time understanding of the structural integrity of flexible risers is critical to avoiding failures as well as unnecessary and costly replacements. Accurate and efficient computation of tensile armor wire stress time-histories is the key to enabling the implementation of a flexible riser digital twin. Accuracy requires capturing the nonlinear kinematics of the flexible’s helically contra-wound tensile armor layers and their interaction with the other metallic and thermo-plastic layers in a dynamic simulation. While it is generally accepted that high-fidelity 3D finite element models best capture the complex kinematics required to produce accurate stresses, the main issue is that simulation time remains prohibitive, for example, a single bending cycle on modern day multi-core computers typically requires 24-48 hours. Therefore, any successful implementation of a flexible riser digital twin requires an accelerated solver capable of real-time computation of 1000s of bending cycle inputs into the high-fidelity finite element model. This paper demonstrates a flexible riser digital twin applications centered around the accelerated solver FLEXAS. © TOS 2021.All right reserved.",Accelerated Solvers; Digital Twin; Finite Element Model; Flexible Risers; Integrity Management,Armor; Finite element method; Kinematics; Accelerated solver; Accurate computations; Bending cycles; Efficient computation; Finite element modelling (FEM); Flexible risers; High-fidelity; Integrity management; Real- time; Tensile armour wires; Marine risers,,Conference paper,Final,,Scopus,2-s2.0-85117442426
Ross J.A.J.; Tam K.; Walker D.J.; Jones K.D.,"Ross, Joseph A. J. (56071287400); Tam, Kimberly (57205543939); Walker, David J. (57205864584); Jones, Kevin D. (55803557000)",56071287400; 57205543939; 57205864584; 55803557000,Towards a Digital Twin of a Complex Maritime Site for Multi-Objective Optimization,2022,"International Conference on Cyber Conflict, CYCON",1,10.23919/CyCon55549.2022.9811082,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134418235&doi=10.23919%2fCyCon55549.2022.9811082&partnerID=40&md5=f6e094b977dfd1ae70f46ae6272d7ef8,"Her Majesty's Naval Base (HMNB) Devonport is a complex maritime site in Plymouth, United Kingdom (UK). Using digital twin technology, the authors will model and simulate the physical entity of the dockyard to optimize for a set of critical priorities. Digital twins are virtual representations of a physical entity, such as a vehicle. They can fully model a complex environment, accurately modelling individual layers within the entity, with each layer accessing data required from other layers. This results in an accurate simulation so that when changes are made in one layer of the model, the impact across the other layers may be observed. An end-user could interact with this digital twin to understand how changing input parameters would affect the measured outputs, allowing the end-users to simulate different options and compare the simulated outcomes before deciding a course of action. If the digital twin is of higher fidelity, the simulated outcomes would be more accurate and demonstrate potentially unintended effects allowing for a more comprehensive overview for the decision-maker. From this digital twin, a decision-maker can manually identify the best parameters to simulate the outcomes through the digital twin. However, using multi-objective optimization can reduce this process so that the twin can create the inputs, monitor the outcomes, and repeatedly try to produce a specific number of outcomes to choose from. These outcomes would be based on a few priorities initially set, and the optimizer would change inputs to enhance each of these priorities. At HMNB Devonport, three main priorities have been identified: cost reduction, time efficiency and carbon neutrality.  © 2022 NATO CCDCOE.",digital twin; dockyard logistics; multi-objective optimization; visualization,Cost reduction; Decision making; Docks; Hydraulic structures; Naval bases; Decision makers; Devonport; Dockyard logistic; End-users; Maritime sites; Multi-objectives optimization; Naval Base; Plymouth; United kingdom; Virtual representations; Multiobjective optimization,"Ministry of Defence, MOD",Conference paper,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85134418235
Rouja P.M.; Schneider C.W.; Rissolo D.; Blasco S.M.; Petrovic V.; Lo E.; Lightbourne M.A.; Tucker W.S.; Kuester F.,"Rouja, Philippe M. (26534965400); Schneider, Craig W. (7401962565); Rissolo, Dominique (15766392900); Blasco, Steve M. (57781560500); Petrovic, Vid (22958037400); Lo, Eric (56566127100); Lightbourne, Mandallas A. (57782088200); Tucker, Wendy S. (57782352700); Kuester, Falko (6603563465)",26534965400; 7401962565; 15766392900; 57781560500; 22958037400; 56566127100; 57782088200; 57782352700; 6603563465,The Royal Naval Dockyard in Bermuda: Use of a novel biological indicator and historical photographs for measuring local sea-level rise,2022,International Journal of Maritime History,0,10.1177/08438714221143297,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144107602&doi=10.1177%2f08438714221143297&partnerID=40&md5=1042b76d42792d4605c61628b2d823b7,"The authors explore a novel interdisciplinary approach to researching, collecting and communicating local site-specific data on recent sea-level rise using persistent black-zone biotic levels evident on historical coastal stone structures by a stable community of cyanobacteria (blue-green algae) at the Royal Naval Dockyard in Bermuda. Photographs taken at the Dockyard in 1870, 2007 and 2017 show an upward shift in this living cyanobacterial community. A spatio-temporal digital twin computed from historical and contemporary photo assets was created to test the viability of these black-zone lines as a proxy for sea-level-rise measurements in Bermuda. Black-zone cyanobacteria are highly sensitive to sea-level rise and, over long timescales, comparative imagery of black zones could present a proper indicator of average sea-level rise. © The Author(s) 2022.",Black zone; change detection; climate change communication; cyanobacteria; digital heritage; digital twin; harbours; historical photographs; marine historical ecology; photogrammetry; sea-level rise; spatio-temporal model synthesis; tidal flux,,"Fonds Wetenschappelijk Onderzoek, FWO",Article,Final,,Scopus,2-s2.0-85144107602
Rudy S.; Fan D.; Ferrandis J.A.; Sapsis T.; Triantafyllou M.S.,"Rudy, Samuel (57200579040); Fan, Dixia (57192576414); Ferrandis, Jose Del Aguila (57211264489); Sapsis, Themistoklis (23489929000); Triantafyllou, Michael S. (7007092942)",57200579040; 57192576414; 57211264489; 23489929000; 7007092942,Learning optimal parametric hydrodynamic database for vortex-induced crossflow vibration prediction of both freely-mounted rigid and flexible cylinders,2021,Proceedings of the International Offshore and Polar Engineering Conference,6,144,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115202505&partnerID=40&md5=48e4f5d2c0b42b6d960f0794abaa0df9,"The Vortex-induced vibration (VIV) prediction of long flexible cylindrical structures relies on the accuracy of the hydrodynamic database constructed via rigid cylinder forced vibration experiments. However, to create a comprehensive hydrodynamic database with tens of input parameters including vibration amplitudes and frequencies and Reynolds number, surface roughness and so forth is technically challenging and virtually impossible due to the large number of experiments required. The current work presents an alternative approach to approximate the crossflow (CF) hydrodynamic coefficient database in a carefully chosen parameterized form. The learning of the parameters is posed as a constraint optimization, where the objective function is constructed based on the error between the experimental response and theoretical prediction assuming energy balance between fluid and structure. Such a method yields the optimal estimation of the CF parametric hydrodynamic database and produces the VIV response prediction based on the updated hydrodynamic database. The method then was tested on several experiments, including freely-mounted rigid cylinder in large Reynolds number with combined crossflow and inline vibrations and large-scale flexible cylinder test in the Norwegian Deepwater Program, and the result is shown to robustly and significantly reduce the error in predicting cylinder VIVs. © 2021 by the International Society of Offshore and Polar Engineers (ISOPE).",Digital Twin; Hydrodynamic Database; Marine Risers; Optimization; VIV,Arctic engineering; Constrained optimization; Cylinders (shapes); Forecasting; Hydrodynamics; Reynolds number; Software testing; Surface roughness; Vortex flow; Constraint optimizations; Cross-flow vibrations; Cylindrical structure; Hydrodynamic coefficients; Objective functions; Optimal estimations; Vibration amplitude; Vortex-induced vibration; Database systems,"SAIPEM; American Bureau of Shipping, ABS; Shell United States; Petrobras; ExxonMobil Foundation",Conference paper,Final,,Scopus,2-s2.0-85115202505
Rudy S.; Fan D.; Ferrandis J.D.A.; Sapsis T.P.; Triantafyllou M.S.,"Rudy, Samuel (57200579040); Fan, Dixia (57192576414); Ferrandis, Jose del Aguila (57211264489); Sapsis, Themistoklis P. (23489929000); Triantafyllou, Michael S. (7007092942)",57200579040; 57192576414; 57211264489; 23489929000; 7007092942,Optimized parametric hydrodynamic databases provide accurate response predictions and describe the physics of vortex-induced vibrations,2022,Journal of Fluids and Structures,3,10.1016/j.jfluidstructs.2022.103607,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131134425&doi=10.1016%2fj.jfluidstructs.2022.103607&partnerID=40&md5=d885d31c22f00cf09f1e83cfc07b0d85,"We address the problem of obtaining accurate predictions of the vortex-induced vibrations (VIV) of flexible structures placed in cross-flow by reconstructing fluid force databases in parametric form. The forces are expressed in terms of hydrodynamic coefficients, which depend on several variables and parameters, including the structural properties and geometry, frequency and amplitude of vibration, and the flow conditions, so that a comprehensive database obtained with systematic experiments would require an intractably large number of tests. Therefore, we develop a method for determining optimal parametric hydrodynamic databases directly from a variety of free- and forced-vibration experiments on both rigid and flexible cylinders, by minimizing the error between the predicted responses using a software driven by the force database, and the measured data. We first describe the process of selecting an appropriate parametrization of the fluid forces as function of reduced frequency and non-dimensional amplitude of vibration, informed by Gaussian-Process-Regression-guided automated experiments. Several examples are selected to demonstrate the method's ability to acquire optimal hydrodynamic databases, including data sets highlighting the effect of Reynolds number and the addition of in-line motion to cross-flow rigid cylinder VIV. The proposed methodology is further demonstrated to be effective when used with the semi-empirical program VIVA for flexible cylinder VIV, yielding significant improvements in prediction accuracy compared to baseline results. It therefore serves as a potential solution for the development of a digital twin for marine risers, an in-situ, real-time riser response prediction and structural health monitoring system. © 2022 Elsevier Ltd",Digital twin; Forced vibration; Hydrodynamic database; Optimization; VIV,Cylinders (shapes); Database systems; Flexible structures; Forecasting; Hydrodynamics; Marine risers; Reynolds number; Structural health monitoring; Vibrations (mechanical); Vortex flow; Accurate response; Cross flows; Flexible cylinders; Fluid forces; Forced vibration; Hydrodynamic database; Optimisations; Response prediction; Rigid cylinder; Vortex induced vibration; Fluid structure interaction,"MIT Digital Twin of Marine Risers Consortium; National Science Foundation, NSF, (1902972); BP; Chevron; American Bureau of Shipping, ABS; Shell United States; Petrobras; ExxonMobil Foundation",Article,Final,,Scopus,2-s2.0-85131134425
